dirid,fullname,ethnicity
10651.0,FRANK J FAHRENKOPF JR,Unknown
10656.0,JOAN E. SPERO,Caucasian
10657.0,LYNN SCHENK,Caucasian
10658.0,MICHAEL K PARKS,Caucasian
10659.0,WALTER J LACK,Unknown
10660.0,GLENN E PENISTEN,Caucasian
10666.0,WARREN E PINCKERT II,Unknown
10668.0,STEPHEN O EVANS,Unknown
10670.0,WILLIAM D. YOUNG,Caucasian
10671.0,JOHN F. MEGRUE JR.,Caucasian
10682.0,THOMAS H JOHNSON,Caucasian
10683.0,RUSSELL M GERTMENIAN,Unknown
10684.0,THOMAS L RHODES,Unknown
10687.0,ROBERT C. CLARK,Caucasian
10692.0,DOUGLAS L BECKER,Caucasian
10696.0,W PIEPER,Caucasian
10698.0,LAWRENCE I POLLOCK,Caucasian
10700.0,ARTHUR D. LITTLE,Caucasian
10701.0,JEFFREY D. KELLY,Caucasian
10705.0,WILLIAM L WALTON,Unknown
10706.0,WINSTON R HINDLE JR,Unknown
10707.0,JEFFERY A SMISEK,Caucasian
10708.0,PAUL J FRIBOURG,Caucasian
10709.0,JOHN N. MOLBECK JR.,Caucasian
10710.0,DONALD J STONE,Unknown
10712.0,ANTHONY J DINOVI,Unknown
10713.0,ROXANNE S AUSTIN,Caucasian
10715.0,GEORGE G. DALY,Caucasian
10716.0,ROBERT GALFORD,Caucasian
10717.0,LINDA MCCLINTOCK-GRECO,Caucasian
10718.0,BATEY M. GRESHAM JR.,Caucasian
10722.0,JOHN M STEEL,Unknown
10724.0,RONALD D. FISHER,Caucasian
10728.0,PATRICIA Z. HOLLAND-BRANCH,Caucasian
10729.0,H.E. THRANHARDT,Unknown
10730.0,GEORGE W MCKERROW SR,Unknown
10732.0,PETER B POND,Unknown
10737.0,THOMAS W STRAUSS,Unknown
10738.0,SHERRY BARRAT,Caucasian
10741.0,ERIC J ROSEN,Caucasian
10744.0,JOHN D POE,Unknown
10745.0,CARL W. NEUN,Other
10746.0,G. RUSSELL LINCOLN,Caucasian
10748.0,THOMAS D KILEY,Unknown
10749.0,ELAINE L RIGOLOSI,Unknown
10750.0,NORMAN R BOBINS,Caucasian
10753.0,RANDOLPH C. STEER,Caucasian
10756.0,JOHN M. STROPKI JR.,Caucasian
10759.0,DAVID R EMERY,Caucasian
10761.0,CHARLES FABRIKANT,Caucasian
10764.0,JAMES D HARPER JR,Unknown
10765.0,GEORGE T HAYMAKER JR.,Caucasian
10767.0,RAYMOND D. ZINN,Caucasian
10772.0,ELIZABETH K LANIER,Unknown
10774.0,WILLIAM D. POWERS,Caucasian
10775.0,ROBERT G BARRETT,Unknown
10779.0,GREGORY E. LAWTON,Caucasian
10780.0,KENNETH R. LEIBLER,Caucasian
10781.0,THOMAS A COOK,Unknown
10783.0,ROBERT P KOGOD,Caucasian
10788.0,J. MICHAEL ADCOCK,Caucasian
10794.0,MARY K. QUASS,Caucasian
10796.0,RALPH V WHITWORTH,Caucasian
10799.0,WILLIAM L BRITTON,Unknown
10800.0,PAMELA JOSEPH,Caucasian
10802.0,BETH A. STEWART,Caucasian
10805.0,WAYNE E HEDIEN,Unknown
10817.0,LEE S. WIELANSKY,Caucasian
10818.0,ROBERT J SULLIVAN,Caucasian
10819.0,GEORGE R PUSKAR,Unknown
10820.0,THOMAS G. WATTLES,Caucasian
10823.0,GEORGE G PARKER,Unknown
10824.0,HAROLD C STOWE,Caucasian
10828.0,JOHN A. HAGG,Caucasian
10830.0,LESTER B. SALANS,Caucasian
10831.0,DONALD GLICKMAN,Caucasian
10832.0,KEVIN KNIGHT,Caucasian
10835.0,JIM L TURNER,Caucasian
10838.0,ADELAIDE A SINK,Unknown
10839.0,F. QUINN STEPAN,Caucasian
10841.0,CLIFFORD W. SMITH JR.,Caucasian
10843.0,JOHN HARRINGTON,Caucasian
10846.0,FREDERICK N ESHELMAN,Unknown
10847.0,HENRY L STOUTZ,Unknown
10848.0,DANIEL M. MULVENA,Unknown
10849.0,AMY L TAIT,Unknown
10852.0,DAVID W DUEHREN,Unknown
10855.0,JOSEPH C GLICKMAN,Unknown
10856.0,ROBERT S TAUBMAN,Caucasian
10859.0,BRION G WISE,Caucasian
10865.0,THOMAS W ADLER,Unknown
10868.0,GARTH H GREIMANN,Unknown
10869.0,SURYAKANT M PATEL,Unknown
10871.0,JOEL A ELFTMANN,Unknown
10872.0,LESLIE A. WAITE,Caucasian
10875.0,RICHARD A. HAYNE,Caucasian
10876.0,MATTHEW BUCKSBAUM,Caucasian
10879.0,NORMAN NIE,Unknown
10881.0,JOSEPH J. WHALEN,Caucasian
10884.0,FREDRIC J FORSTER,Unknown
10886.0,WILLIAM M DEMPSEY,Unknown
10888.0,DAVID M OSNOS,Unknown
10892.0,PETER BYNOE,African-American
10893.0,JOHN C. MARTIN,Caucasian
10896.0,WARREN H MULLER,Unknown
10897.0,R CHRISTOPHER HOEHN-SARIC,Unknown
10899.0,LIONEL B. SPIRO,Unknown
10900.0,HERBERT M GARDNER,Unknown
10902.0,EARL H SCUDDER JR,Unknown
10903.0,WILLIAM E. BROCK,Caucasian
10905.0,JOHN V. HERNDON,Unknown
10906.0,STEPHEN  SHERWIN,Caucasian
10907.0,WALTER M HIGGINS,Unknown
10913.0,JAMES HARRIS,Caucasian
10915.0,CHARLES REAVES,Caucasian
10922.0,P EUGENE PENDER,Caucasian
10923.0,NANCY G BRINKER,Unknown
10925.0,F HUGHES,Caucasian
10926.0,RODNEY D LUBEZNIK,Unknown
10927.0,NELSON C RISING,Caucasian
10929.0,M HAGY,Caucasian
10930.0,HARRIET M OPFELL,Unknown
10931.0,JAMES P BRESLAWSKI,Caucasian
10936.0,JON A. GROVE,Caucasian
10937.0,VICTOR A HUGHES JR,Unknown
10939.0,DAVID HANNAH,Caucasian
10945.0,JACK P RANDALL,Caucasian
10951.0,NEIL S NOVICH,Caucasian
10952.0,GARY S MATTHEWS,Unknown
10957.0,ROBERT J. GLASER,Caucasian
10958.0,SCOTT MCINTYRE JR.,Unknown
10967.0,JAMES D. FOWLER JR.,African-American
10970.0,CARL KAPLAN,Unknown
10973.0,CONSTANTIN R BODEN,Unknown
10976.0,WILLIAM GLASGOW,Caucasian
10977.0,DAVID W WHITEHURST,Unknown
10978.0,JAY W DECKER,Unknown
10979.0,RICHARD N. CARDOZO,Caucasian
10980.0,JACK FUTTERMAN,Unknown
10985.0,GREGORY H WOLF,Caucasian
10986.0,DAVID L LINGERFELT,Caucasian
10990.0,PAUL A GARY,Caucasian
10992.0,ARTHUR B STABENOW,Unknown
10993.0,ARTHUR M COPPOLA,Caucasian
10995.0,SP BRAUD,Unknown
10998.0,MARK J. SANDLER,Caucasian
11001.0,JOHN M BURGESS,Unknown
11002.0,C PATEL,Asian
11003.0,L PATRICK GAGE,Unknown
11004.0,GREGG J MOLLINS,Caucasian
11005.0,ERIC G BUTLER,Unknown
11009.0,PAUL L SMITH,Caucasian
11011.0,DAVID W. BRADY,Unknown
11013.0,JOSEPH H COULOMBE,Unknown
11017.0,MARK B. TEMPLETON,Caucasian
11018.0,D PETER CANTY,Caucasian
11020.0,GARY S. HOWARD,Caucasian
11021.0,MICHAEL A WALL,Unknown
11022.0,MICHAEL W PERRY,Unknown
11027.0,WILLIAM T RATLIFF III,Unknown
11029.0,F. JOSEPH LOUGHREY,Caucasian
11034.0,RICHARD F. HAMM JR.,Caucasian
11035.0,WILLIAM S. KAISER,Caucasian
11036.0,STEPHEN L GREEN,Caucasian
11037.0,JOEL LAWSON,Caucasian
11038.0,MITCHELL E. HERSH,Caucasian
11042.0,J. GORDON GARRETT,Caucasian
11043.0,IVAN R. SABEL,Caucasian
11046.0,DONALD A. BLISS,Caucasian
11048.0,JOHN G PUENTE,Unknown
11049.0,MARVIN HOLEN,Unknown
11053.0,GARY M CHRISTENSEN,Unknown
11056.0,THOMAS P. COOPER,Caucasian
11059.0,JOHN E BAILYE,Unknown
11060.0,BEVERLY BENEDICT THOMAS,Unknown
11063.0,JOHN S CHRISTIE,Caucasian
11065.0,ALBERT T. ADAMS,Caucasian
11067.0,ANTHONY J. MARINELLO,Caucasian
11068.0,WILLIAM  H MCALEER,Unknown
11070.0,TIM T. MORRIS,Caucasian
11071.0,PHILIP R. LOCHNER JR.,Caucasian
11072.0,LARRY L HANSEN,Unknown
11076.0,J DAVID LITSTER,Unknown
11077.0,WILLIAM J WEYAND,Unknown
11078.0,CHARLES K BARBO,Unknown
11086.0,SIMON B RICH JR,Unknown
11089.0,LAWRENCE W. CLARKSON,Caucasian
11092.0,BYRON G RILEY,Unknown
11095.0,WILLIAM P FRICKS,Caucasian
11096.0,ADOLFO HENRIQUES,Hispanic
11098.0,WARREN B KANDERS,Unknown
11099.0,WILLIAM HARRAL III,Caucasian
11101.0,MICHAEL D. O'HALLERAN,Caucasian
11103.0,EARL R. LEWIS,Caucasian
11106.0,DAVID B HILEY,Unknown
11108.0,EDWARD F GOTSCHALL,Unknown
11110.0,JAMES CICCONI,Caucasian
11111.0,EDWARD H SNOWDEN,Caucasian
11112.0,MARTIN P. SLARK,Caucasian
11114.0,JONATHAN S. HOLMAN,Caucasian
11117.0,MARTIN H. LOEFFLER,Caucasian
11118.0,DONALD E KIERNAN,Unknown
11120.0,JAMES A SENTY,Unknown
11121.0,ROBERT V ADAMS,Unknown
11124.0,BARTON A ANDREOLI,Unknown
11126.0,SAM ROSEN,Unknown
11128.0,FREDERICK E VON MERING,Caucasian
11129.0,PAUL B MURPHY JR,Caucasian
11131.0,PHILLIP M SATOW,Unknown
11132.0,KENNETH W FREEMAN,Unknown
11134.0,GARY EPPEN,Caucasian
11137.0,ROGER D MCDANIEL,Caucasian
11139.0,MARK ROSSI,Caucasian
11140.0,JAMES AD CROFT,Caucasian
11141.0,WILLIAM E GREEN,African-American
11143.0,DAVID J BERKMAN,Unknown
11145.0,PAUL A MARGOLIS,Unknown
11146.0,LANCE PRIMIS,Caucasian
11148.0,MARY LOU FIALA,Caucasian
11153.0,JEFFREY P. BEZOS,Caucasian
11154.0,KATHRYN D SULLIVAN,Caucasian
11155.0,IN SMITH JR,Caucasian
11161.0,JOHN A MILLER,Caucasian
11162.0,JOSEPH V. TARANTO,Caucasian
11163.0,JEROME A. CHAZEN,Caucasian
11165.0,THOMAS J. MEREDITH,Caucasian
11171.0,MCHENRY T TICHENOR JR,Unknown
11172.0,KEITH E. BUSSE,Caucasian
11176.0,ANTHONY RUYS,Unknown
11177.0,MARVIN H SCHEIN,Unknown
11180.0,DANIEL HIRSCHFELD,Caucasian
11185.0,JOHN E. BURROWS JR.,Caucasian
11186.0,MARK  RACHESKY,Caucasian
11188.0,ALBERT FRIED JR.,Caucasian
11190.0,JOSEPH M. SILVESTRI,Caucasian
11195.0,CHARLES A. PARKER,Caucasian
11196.0,MARK S AIN,Unknown
11204.0,ALAN PHILIBOSIAN,Caucasian
11205.0,A. GREIG WOODRING,Caucasian
11210.0,ROBERT O'MEARA,Caucasian
11212.0,CHRISTINA A GOLD,Caucasian
11213.0,EDWARD F. CRAWFORD,Caucasian
11214.0,GEORGE F HADDIX,Unknown
11217.0,J. CLIFF EASON,Caucasian
11219.0,DEAN PHILLIPS,Unknown
11221.0,IRWIN H. PFISTER,Caucasian
11226.0,DAVID A THOMPSON,Caucasian
11227.0,THOMAS R. KETTELER,Caucasian
11229.0,ERIK H. VAN DER KAAY,Caucasian
11230.0,GEORGE KOLBER,Unknown
11231.0,MICHAEL KAUFMAN,Unknown
11235.0,C N REDDY,Unknown
11236.0,ROBERT W O'LEARY,Unknown
11238.0,MICHAEL HYATT,Unknown
11241.0,BRADLEY G. LORIMIER,Caucasian
11242.0,MARTIN ABRAHAMS,Unknown
11243.0,GARY A JOHNSON,Unknown
11247.0,JOHN M O'MEARA,Unknown
11248.0,WILLIAM P SEXTON,Caucasian
11252.0,ALVIN SHOEMAKER,Caucasian
11256.0,PETER J. SIMONE,Caucasian
11259.0,ROGER A SMULLEN,Unknown
11261.0,ALLAN W FULKERSON,Unknown
11265.0,BENJAMIN C BISHOP JR,Unknown
11266.0,JOSEPH KLEIN III,Unknown
11273.0,KEITH MANSFORD,Unknown
11275.0,BRIAN P. DOUGHERTY,Caucasian
11276.0,DENNIS J HOROWITZ,Unknown
11277.0,W PATRICK DECKER,Unknown
11278.0,LEE D. ROBERTS,Caucasian
11279.0,ROGER A. RAMSEY,Caucasian
11280.0,MARIANN BYERWALTER,Caucasian
11281.0,ALAN J GOLD,Unknown
11283.0,DONALD G OGILVIE,Unknown
11285.0,GORDON M. BETHUNE,Caucasian
11286.0,JEFFREY NODDLE,Caucasian
11288.0,THOMAS M GARVIN,Unknown
11292.0,E KAY STEPP,Caucasian
11294.0,KIRK GORMAN,Caucasian
11296.0,BRIAN D. FINN,Caucasian
11297.0,ANN B CURTIS,Unknown
11298.0,MAURICE TAYLOR,Caucasian
11300.0,CHRISTINE GARVEY,Caucasian
11305.0,HARRY R JACOBSON,Caucasian
11306.0,VERNON A BRUNNER,Caucasian
11307.0,ROBERT M GOODFRIEND,Caucasian
11308.0,RAY A GOLDBERG,Caucasian
11311.0,MURRAY H DASHE,Unknown
11312.0,KENNETH W ANDERSON,Unknown
11313.0,GILBERT M. MEYER,Unknown
11320.0,JOSEPH E. SMITH,Caucasian
11321.0,TENCH COXE,Caucasian
11322.0,DIANA M. MURPHY,Caucasian
11327.0,PAUL E. ROWSEY III,Caucasian
11328.0,VERNON W HILL II,Unknown
11330.0,THOMAS A MCCULLOUGH,Unknown
11331.0,PHILLIP C YEAGER,Caucasian
11334.0,E. ROBERT ROSKIND,Caucasian
11335.0,ROBERT J. CURREY,Caucasian
11336.0,BENJAMIN A CURRIER,Unknown
11338.0,KENNETH P FALLON III,Unknown
11343.0,SAM J. SUSSER,Unknown
11345.0,BARRY J. ALPERIN,Caucasian
11346.0,RONALD G. TARGAN,Unknown
11348.0,DUGALD K CAMPBELL,Caucasian
11351.0,BENEDICT P ROSEN,Caucasian
11354.0,STEPHEN R. WILSON,Caucasian
11360.0,MICHAEL J. KASBAR,Asian
11361.0,ROBERT BOUGHNER,Caucasian
11365.0,BRAD A MORRICE,Unknown
11366.0,B. ALLEN LAY,Caucasian
11369.0,GREGORY M. AVIS,Caucasian
11371.0,ROBERT H. MCCALL,Caucasian
11372.0,SUSAN C. SCHWAB,Caucasian
11374.0,RAYMOND A NIELSEN,Unknown
11376.0,RICHARD E BELLUZZO,Caucasian
11379.0,GREGORY B. KENNY,Caucasian
11382.0,O RALPH EDWARDS,Unknown
11384.0,R LECROY,Unknown
11385.0,KELLY L. CHAN,Asian
11386.0,JOHN P. O'BRIEN,Caucasian
11387.0,ROGER H. KIMMEL,Caucasian
11388.0,MICHAEL S. JEFFRIES,Caucasian
11390.0,DANIEL J. WARMENHOVEN,Caucasian
11391.0,JAMES H MCGUIRE,Unknown
11394.0,LLOYD FRANK,Unknown
11395.0,STEPHEN RABINOWITZ,Unknown
11396.0,MATHEW J HART,Unknown
11397.0,MARTIN D GRUSS,Unknown
11399.0,ALBERT J. FEBBO,Caucasian
11401.0,KEVIN P. REILLY JR.,Caucasian
11403.0,RONALD O. KRUSE,Caucasian
11406.0,STEPHEN STAMAS,Unknown
11408.0,ROY A. WHITFIELD,Caucasian
11409.0,RICHARD WEST,Caucasian
11412.0,THOMAS C. LEONARD,Unknown
11413.0,E SANDFORD,Caucasian
11416.0,EDWARD M. MAZZE,Caucasian
11419.0,ALPHONSE E FREI,Unknown
11420.0,JAMES D ARMSTRONG,Unknown
11421.0,GERALD E. WEDREN,Unknown
11422.0,CHARLES YAMARONE,Caucasian
11424.0,JOHN S CHEN,Asian
11426.0,LAURALEE E. MARTIN,Caucasian
11429.0,RUSSELL HUFFER,Caucasian
11431.0,THOMAS G WIGGANS,Caucasian
11442.0,ARTHUR W. ZAFIROPOULO,Caucasian
11448.0,R WILLIAM POLLOCK,Unknown
11449.0,ANTHONY L. SOAVE,Caucasian
11450.0,DARRYL HARTLEY-LEONARD,Caucasian
11453.0,H RAY COMPTON,Unknown
11454.0,JESSE CLYDE NICHOLS III,Unknown
11456.0,ARCHIBALD J. MCGILL,Caucasian
11458.0,IRVIN D. REID,African-American
11459.0,CASEY J. SYLLA,Caucasian
11460.0,PAUL B. GUENTHER,Caucasian
11461.0,J PATRICK MULCAHY,Caucasian
11464.0,BENSON P. SHAPIRO,Caucasian
11470.0,JOHN BATES,Caucasian
11473.0,BENJAMIN L HOLMES,Unknown
11479.0,ROCKELL HANKIN,Caucasian
11480.0,ROBERT M. NEUMEISTER JR.,Caucasian
11482.0,ROBERT E HOWARD II,Caucasian
11483.0,ERIC JOHNSON,African-American
11485.0,RICHARD L. LOVE,Caucasian
11487.0,PATRICIA Q STONESIFER,Caucasian
11489.0,GLADE M. KNIGHT,Unknown
11492.0,GERALD I. LENROW,Caucasian
11493.0,GERALD A. BENJAMIN,African-American
11496.0,OTIS W BRAWLEY,Unknown
11499.0,STEPHEN J SOGIN,Unknown
11502.0,ROBERT M DEWEY JR,Caucasian
11505.0,DEREK E DEWAN,Unknown
11507.0,WILLIAM C. KEIPER,Caucasian
11508.0,JAMES S CAMPBELL,Unknown
11509.0,FRANKLIN D RAINES,
11510.0,THEODORE D. ROTH,Caucasian
11513.0,FRED SL CHAN,Unknown
11515.0,EDWIN A. LEVY,Caucasian
11517.0,VIREN MEHTA,Unknown
11524.0,CHARLES M. RAMPACEK,Caucasian
11525.0,BRUCE SLOVIN,Caucasian
11527.0,JOEL V. STAFF,Caucasian
11529.0,M DENISE DEBARTOLO YORK,Unknown
11530.0,CHRISTOPHER L DUTTON,Unknown
11532.0,BRIAN J. LIPKE,Caucasian
11534.0,HOLLY CREMER BERKENSTADT,Caucasian
11536.0,KEVIN  KIRBY,Caucasian
11540.0,REGINALD B NEWMAN II,Unknown
11544.0,THOMAS A SAUNDERS III,Caucasian
11545.0,ROBERT W JOHNSON,Unknown
11546.0,JAMES C SPIRA,Caucasian
11547.0,JOHN W PALMOUR PHD,Caucasian
11548.0,THOMAS R GIBSON,Unknown
11551.0,JEFFREY S. RAIKES,Caucasian
11553.0,RICHARD S. ANDERSON,Caucasian
11557.0,NEAL I. GOLDMAN,Caucasian
11561.0,FRANK GABRON,Caucasian
11563.0,ALEXANDER E BARKAS,Unknown
11565.0,ALAN G WALTON,Caucasian
11567.0,RICHARD CASHIN,Caucasian
11569.0,MARK D MILLET,Caucasian
11570.0,BRIAN E. SHORE,Caucasian
11572.0,HOWARD E. ROSE,Caucasian
11578.0,ALAN G SPOON,Caucasian
11579.0,SCOTT A WOLSTEIN,Unknown
11582.0,HOWARD B. BERNSTEIN,Caucasian
11583.0,BARBARA L. RAMBO,Caucasian
11584.0,STEVEN G. ROGERS,Caucasian
11586.0,RALPH L CRUZ,Unknown
11592.0,HARRIET MOUCHLY-WEISS,Caucasian
11595.0,RONALD A. DUNCAN,Caucasian
11599.0,H. ERIC BOLTON JR.,Caucasian
11601.0,SHIKHAR GHOSH,Asian
11602.0,WILLIAM S. ELSTON,Caucasian
11603.0,THOMAS G. SLATER JR.,Caucasian
11607.0,ELIZABETH M EVEILLARD,Unknown
11610.0,MICHAEL FASCITELLI,Caucasian
11613.0,GERALD J. RUBIN,Unknown
11619.0,ROBERT D. LEBLANC,Caucasian
11621.0,JOSEPH W. ENGLAND,Caucasian
11622.0,ROBERT W. BEST,Caucasian
11623.0,GARY P KREIDER,Unknown
11624.0,JOSEPH M ADAMKO,Unknown
11625.0,JON P DIAMOND,Unknown
11631.0,ROBERT M WADSWORTH,Unknown
11632.0,WALTER E JOHNSON,Caucasian
11634.0,THEODORE D. SANDS,Caucasian
11635.0,JAMES R BAROFFIO,Unknown
11637.0,EDWARD A. SCHMITT,Caucasian
11638.0,THOMAS B PITCHER,Unknown
11642.0,ROBERT L CLARKE,Caucasian
11644.0,ROBERT E BOSWORTH,Unknown
11648.0,STEVEN GOLDBY,Unknown
11649.0,JONATHAN G ORNSTEIN,Caucasian
11651.0,ROBERT S. ROATH,Caucasian
11653.0,WILLIAM F. GALTNEY JR.,Caucasian
11658.0,WILLIAM E GRAHAM JR,Unknown
11663.0,EUGENE BANUCCI,Caucasian
11664.0,JOY A. AMUNDSON,Caucasian
11667.0,RICHARD P. BECK,Unknown
11668.0,DOMINIC NG,Unknown
11669.0,ARNOLD DONALD,African-American
11670.0,RAYMOND E WOOLDRIDGE,Unknown
11671.0,PAMELA M. GOERGEN,Caucasian
11672.0,PAUL R GUDONIS,Caucasian
11676.0,AUBREY K. MCCLENDON,Caucasian
11677.0,MICHAEL J FLYNN,Unknown
11682.0,STEVEN S ROGERS,African-American
11683.0,JOSEPH T TARQUINI JR,Unknown
11685.0,LISA A STANLEY,Caucasian
11689.0,KELVIN  DAVIS,Caucasian
11695.0,JAMIE S GORELICK,Caucasian
11696.0,JAMES H. LEE,Asian
11700.0,GARY ABROMOVITZ,Caucasian
11705.0,RICHARD A. MONTONI,Caucasian
11711.0,DANNY W GURR,Unknown
11715.0,PETER AA SAUNDERS,Unknown
11716.0,HARRY G VAN WICKLE,Unknown
11717.0,RHYS BEST,Caucasian
11719.0,RICHARD C. KRAEMER,Caucasian
11720.0,JOHN SWANN,Unknown
11721.0,THOMAS H VAN WEELDEN,Unknown
11723.0,ROBERT BROOKS,Caucasian
11724.0,DONALD W WEBER,Unknown
11725.0,WALTER L ROBB,Caucasian
11731.0,ROBERT P. AKINS,Caucasian
11733.0,L PENDLETON SIEGEL,Caucasian
11734.0,ANDREW J SUKAWATY,Unknown
11735.0,WILLIAM H RASTETTER,Caucasian
11738.0,C. RICHARD REESE,Caucasian
11742.0,SUSAN B. BAYH,Caucasian
11743.0,ROBERT G SPENCER,Unknown
11744.0,LOUIS V VARONE,Unknown
11746.0,D. PIKE ALOIAN,Caucasian
11747.0,SUSAN S. ELLIOTT,Caucasian
11748.0,MICHAEL DINKINS,Unknown
11751.0,ROBERT B. TAYLOR,Caucasian
11753.0,KLAUS-PETER MULLER,Caucasian
11755.0,JOHN H MARTINSON,Unknown
11756.0,BRUCE T. COLEMAN,Caucasian
11759.0,HARRELL L BECK,Unknown
11764.0,JOHN L MARAKAS,Unknown
11766.0,RONALD L. TURNER,Caucasian
11767.0,BB HOLLINGSWORTH JR,Caucasian
11768.0,BREENE M KERR,Caucasian
11770.0,EDWARD W MENTZER,Unknown
11771.0,PETER J. GRUA,Caucasian
11773.0,JOHN STANTON,Caucasian
11774.0,TED B LANIER,Unknown
11775.0,RICHARD W BAUER,Caucasian
11777.0,JAMES F JOY,Caucasian
11780.0,KATHERINE AUGUST-DE-WILDE,Caucasian
11781.0,WILLIAM F RILEY III,Unknown
11782.0,T MAX HALL,Unknown
11789.0,RICHARD F. SYRON,Caucasian
11791.0,HOWARD V. O'CONNELL,Caucasian
11797.0,GREGORY H TURNBULL,Unknown
11799.0,ANDRIS A BALTINS,Caucasian
11800.0,KOSTA KARTSOTIS,Caucasian
11801.0,DOUGLAS CROCKER II,Caucasian
11802.0,GERALD FELS,Unknown
11803.0,PAUL C SCHORR IV,Unknown
11805.0,RONALD M DEFEO,Caucasian
11809.0,ROBERT J. MOSS,Caucasian
11812.0,DAVID BROWN,Caucasian
11813.0,DAVID TENDLER,Unknown
11814.0,WILLIAM F SORIN,Unknown
11815.0,YUTAKA SAKURADA,
11817.0,ROBERT C LARSON,Unknown
11822.0,JOHN S. GRINALDS,Unknown
11827.0,JOHN L DUNHAM,Caucasian
11828.0,ANDRES PALANDJOGLOU,Unknown
11830.0,EUGENE T. ROSSIDES,Caucasian
11834.0,ALICE B HAYES,Unknown
11838.0,ABBIE GRIFFIN,Unknown
11839.0,JAMES RAINES,Caucasian
11848.0,BARBARA S THOMAS,Unknown
11850.0,ROBERT B. CURREY,Caucasian
11851.0,JOHN PHILLIP KOSTUIK,Unknown
11856.0,WILLIAM S. BOYD,Caucasian
11857.0,"ROBERT F NORFLEET, JR.",Caucasian
11859.0,MELVIN L. HECKTMAN,Unknown
11860.0,THOMAS C. DOLAN,Caucasian
11862.0,WILLIAM D ZOLLARS,Caucasian
11863.0,EDGAR J CUMMINS,Unknown
11865.0,ANN TORRE BATES,Caucasian
11867.0,JOHN GIFFEN,Unknown
11871.0,JOSEPH H FARRELL,Unknown
11872.0,ADOLPHUS B. BAKER,Caucasian
11873.0,DAVID J. BUTTERS,Caucasian
11874.0,PETER T MOK,Unknown
11882.0,LEATRICE DUCAT,Caucasian
11886.0,IRVING F. LYONS III,Caucasian
11887.0,JAMES A MEZERA,Unknown
11891.0,FRANK J MARSHALL,Unknown
11892.0,ROBERT H WHILDEN JR,Unknown
11897.0,DENIS KELLY,Caucasian
11898.0,DAVID D'ANTONI,Caucasian
11899.0,WILLIAM R. SPIVEY,African-American
11900.0,JONATHAN SOKOLOFF,Caucasian
11901.0,KENNETH R HEITZ,Unknown
11904.0,HENRY C. PAO,Asian
11905.0,ANDREW SCHUON,Caucasian
11906.0,JAMES M SENEFF JR,Caucasian
11907.0,MORRIS (MO) J. SIEGEL,Caucasian
11908.0,SALLY FRAME KASAKS,Caucasian
11910.0,DOUGLAS M. HAYES,Caucasian
11914.0,THOMAS A LOWERY,Caucasian
11923.0,PAUL F. MANLEY,Caucasian
11925.0,DANA K. ANDERSON,Caucasian
11926.0,STANLEY A MOORE,Caucasian
11930.0,REX D. ADAMS,Caucasian
11931.0,DENIS A BOVIN,Unknown
11937.0,GERALD F TAYLOR,Unknown
11939.0,PATRICK C HADEN,Caucasian
11947.0,TIMOTHY J BARBERICH,Caucasian
11951.0,ROGER A ANDERSON,Unknown
11955.0,M. WILLIAM BENEDETTO,Caucasian
11956.0,PATRICK L FLINN,Unknown
11959.0,THOMAS D WILLARDSON,Unknown
11962.0,BILL M SANDERSON,Unknown
11963.0,SAMUEL J FURROW,Unknown
11964.0,MARTIN S KIMMEL,Unknown
11965.0,DAVID H. EDWAB,Caucasian
11966.0,LAWRENCE D GLAUBINGER,Unknown
11968.0,RICHARD T. SCHWARZ,Caucasian
11970.0,JAMES C TEAGLE,Unknown
11974.0,WILLIAM B GREENE,Unknown
11975.0,JULIUS JENSEN III,Unknown
11976.0,R SCOT SELLERS,Unknown
11980.0,GAIL O NEUMAN,Unknown
11981.0,JEFFREY L. KODOSKY,Caucasian
11982.0,EUGENE H CORDES,Unknown
11985.0,LAWRENCE PORTNER,Unknown
11988.0,STEPHEN I. SADOVE,Caucasian
11990.0,DENNIS HOLT,Caucasian
11991.0,ANDREW R. MORSE,Caucasian
11992.0,STEPHEN N. WERTHEIMER,Caucasian
11994.0,BRADLY C CALL,Unknown
11995.0,MICHAEL D ABNEY,Unknown
11997.0,SUNIL WADHWANI,Asian
11999.0,WALTER J SCHERR,Unknown
12001.0,WILLIAM R. BOYD,Caucasian
12002.0,ZACK T PATE,Caucasian
12004.0,BRUCE F. DANIELS,Unknown
12005.0,MICHAEL J JEFFRIES,Unknown
12006.0,LEE S. HILLMAN,Unknown
12008.0,JACK B EVANS,Caucasian
12010.0,PAUL STEBBINS,Caucasian
12014.0,THOMAS H. MCAULEY,Caucasian
12017.0,ROBERT F FOGELMAN,Unknown
12020.0,GEORGE HUANG,Unknown
12029.0,BRIAN S. TEDESCHI,Caucasian
12033.0,KOBI ALEXANDER,Unknown
12034.0,JOHN E PRESCHLACK,Unknown
12037.0,C. JAMES KOCH,Caucasian
12038.0,REGAN P REMILLARD,Unknown
12040.0,PAUL S WEST,Unknown
12044.0,JACOB S JACOBSSON,Unknown
12047.0,MICHAEL J HAYES,Caucasian
12049.0,ROBERT BOSWELL,Caucasian
12051.0,C ANN MERRIFIELD,Unknown
12054.0,ROBERT HORMATS,Caucasian
12059.0,LAURENCE D. FINK,Caucasian
12060.0,EDWIN N SIDMAN,Unknown
12063.0,JP BRYAN,Caucasian
